New Run at  07/13/2017 20:13:27
, Time, RandomReward; N_LinUCBReward; 
data,1304596474361,45;9653;315
data,1304596475325,45;2111;316
data,1304596475451,45;7430;317
data,1304596475484,45;9653;318
data,1304596475368,45;6702;319
data,1304596476492,46;131;320
data,1304596476575,46;7430;321
data,1304596476425,46;6258;321
data,1304596476360,46;10561;321
data,1304596476316,47;2111;322
data,1304596476408,47;5224;323
data,1304596476460,47;10574;323
data,1304596476392,47;245;324
data,1304596477940,47;9370;324
data,1304596479796,48;7188;324
data,1304596479763,48;3127;325
data,1304596479672,48;3275;326
data,1304596479846,48;7002;326
data,1304596479863,48;7197;327
data,1304596479946,48;10602;327
data,1304596481296,48;9653;328
data,1304596481812,48;3466;328
data,1304596481163,48;2855;329
data,1304596481279,48;7430;330
data,1304596481793,48;2111;331
data,1304596481845,48;7430;332
data,1304596481862,48;2731;332
data,1304596481096,48;5192;332
data,1304596481829,48;757;332
data,1304596481881,48;9653;333
data,1304596481196,48;6702;334
data,1304684820052,48;8435;335
data,1304684823336,48;516;336
data,1304684825033,48;516;337
data,1304684832136,48;8435;338
data,1304684832130,48;516;339
data,1304684835572,48;10665;339
data,1304684836426,48;8435;340
data,1304684840730,48;516;341
data,1304684842638,48;8435;342
data,1214863200000,48;10683;342
data,1214863200000,48;2054;342
data,1214863200000,49;10692;342
data,1214863200000,49;5358;342
data,1214863200000,49;1352;342
data,1214863200000,49;10278;342
data,1214863200000,50;1145;342
data,1214863200000,50;5642;342
data,1214863200000,50;7274;342
data,1214863200000,50;323;343
data,1214863200000,50;5792;343
data,1214863200000,50;6369;343
data,1214863200000,50;7302;343
data,1214863200000,50;10737;343
data,1214863200000,50;989;343
data,1214863200000,50;8687;343
data,1214863200000,50;8900;343
data,1214863200000,50;8281;343
data,1214863200000,50;10077;343
data,1214863200000,50;4615;343
data,1214863200000,50;579;343
data,1214863200000,50;4049;343
data,1214863200000,50;3933;343
data,1214863200000,50;6995;343
data,1214863200000,50;10776;343
data,1214863200000,50;10778;343
data,1214863200000,50;1392;343
data,1214863200000,50;6537;344
data,1214863200000,50;9136;344
data,1214863200000,50;4578;344
data,1214863200000,50;8271;344
data,1214863200000,51;916;344
data,1214863200000,51;6381;344
data,1214863200000,51;5735;344
data,1214863200000,51;2751;344
data,1214863200000,51;10799;344
data,1214863200000,51;10804;344
data,1214863200000,51;5781;344
data,1214863200000,51;10811;344
data,1214863200000,52;5169;344
data,1214863200000,52;7225;344
data,1214863200000,52;2613;344
data,1214863200000,52;10822;344
data,1214863200000,52;7777;344
data,1214863200000,52;10735;344
data,1214863200000,52;6705;344
data,1214863200000,52;2953;344
data,1214863200000,52;2049;344
data,1214863200000,52;10840;344
data,1214863200000,52;5047;345
data,1214863200000,52;8801;345
data,1214863200000,52;8550;345
data,1214863200000,52;3791;345
data,1214863200000,52;7456;345
data,1149112800000,52;495;345
data,1149112800000,52;6808;345
data,1149112800000,52;10864;345
data,1149112800000,52;7897;345
data,1149112800000,52;766;345
data,1180648800000,52;7498;345
data,1180648800000,52;3311;345
data,1209592800000,52;6854;345
data,1209592800000,52;5352;345
data,1209592800000,52;7666;345
data,1209592800000,52;3919;345
data,1209592800000,52;6383;345
data,1209592800000,52;5662;345
data,1209592800000,52;1015;345
data,1209592800000,52;6168;345
data,1209592800000,53;876;345
data,1209592800000,53;1692;345
data,1209592800000,53;6644;345
data,1209592800000,53;3175;345
data,1209592800000,53;10930;345
data,1209592800000,53;2207;345
data,1209592800000,53;6344;345
data,1209592800000,53;10338;345
data,1209592800000,53;4663;345
data,1209592800000,54;1588;345
data,1209592800000,54;1635;345
data,1209592800000,54;10430;345
data,1209592800000,54;6162;345
data,1209592800000,54;1733;345
data,1209592800000,54;3405;345
data,1209592800000,54;10965;345
data,1209592800000,54;7854;346
data,1209592800000,54;3093;346
data,1209592800000,54;5427;347
data,1209592800000,54;10857;348
data,1209592800000,54;5086;349
data,1209592800000,54;7593;350
data,1209592800000,54;10077;350
data,1209592800000,54;7390;351
data,1209592800000,54;6659;352
data,1209592800000,54;10993;352
data,1209592800000,54;11000;352
data,1209592800000,54;11005;352
data,1209592800000,54;9937;353
data,1209592800000,54;94;354
data,1209592800000,54;11011;354
data,1212271200000,54;3012;354
data,1212271200000,54;7854;355
data,1212271200000,54;10129;355
data,1212271200000,54;10857;356
data,1212271200000,54;7854;357
data,1212271200000,54;9730;358
data,1212271200000,54;10857;359
data,1212271200000,54;1200;359
data,1212271200000,54;3119;359
data,1212271200000,54;7854;360
data,1214863200000,54;10586;361
data,1217541600000,54;517;362
data,1220220000000,54;11038;362
data,1220220000000,54;4947;363
data,1228086000000,54;10857;364
data,1228086000000,54;7854;365
data,1228086000000,54;1051;365
data,1228086000000,54;10857;366
data,1228086000000,54;641;366
data,1228086000000,55;10857;367
data,1228086000000,55;10857;368
data,1251756000000,55;10857;369
data,1251756000000,55;10857;370
data,1251756000000,55;7854;371
data,1251756000000,55;2049;371
data,1251756000000,55;10857;372
data,1259622000000,56;4595;373
data,1259622000000,57;4202;373
data,1259622000000,57;10857;374
data,1259622000000,57;6637;374
data,1259622000000,57;10857;375
data,1259622000000,57;250;375
data,1259622000000,57;7854;376
data,1259622000000,57;4668;376
data,1259622000000,57;12;377
data,1277935200000,57;10857;378
data,1277935200000,57;10857;379
data,1209592800000,58;10448;379
data,1209592800000,58;4723;379
data,1209592800000,58;2529;379
data,1209592800000,58;4072;379
data,1209592800000,58;9266;379
data,1209592800000,58;8704;379
data,1209592800000,58;11131;379
data,1212271200000,58;2087;379
data,1212271200000,58;9129;379
data,1212271200000,58;11139;379
data,1212271200000,58;4637;379
data,1212271200000,58;1895;379
data,1212271200000,58;10856;379
data,1212271200000,58;8431;379
data,1212271200000,58;7410;379
data,1212271200000,58;1733;379
data,1212271200000,58;3078;379
data,1214863200000,58;2147;379
data,1214863200000,58;9483;379
data,1214863200000,58;3869;379
data,1214863200000,58;9410;379
data,1214863200000,58;294;380
data,1214863200000,58;4402;380
data,1214863200000,59;6080;380
data,1214863200000,59;10805;380
data,1214863200000,59;6206;380
data,1214863200000,59;6591;380
data,1214863200000,59;7026;380
data,1214863200000,59;11178;380
data,1214863200000,59;8422;380
data,1214863200000,59;11062;380
data,1214863200000,59;3452;380
data,1214863200000,59;8274;380
data,1214863200000,59;3687;380
data,1214863200000,59;8332;380
data,1214863200000,59;10885;380
data,1214863200000,59;6863;380
data,1214863200000,60;2399;380
data,1214863200000,60;8462;380
data,1214863200000,60;8519;380
data,1214863200000,60;10867;380
data,1214863200000,60;12;381
data,1214863200000,60;10890;381
data,1214863200000,60;6021;382
data,1214863200000,60;10055;383
data,1214863200000,60;4258;384
data,1214863200000,60;1007;385
data,1214863200000,60;3792;385
data,1214863200000,60;2216;385
data,1214863200000,60;9180;385
data,1214863200000,60;4832;386
data,1214863200000,60;4327;386
data,1214863200000,60;2189;386
data,1214863200000,60;4947;387
data,1214863200000,60;3682;387
data,1214863200000,60;4833;387
data,1214863200000,60;8281;387
data,1214863200000,60;7881;387
data,1214863200000,60;4454;388
data,1214863200000,61;10913;389
data,1214863200000,61;323;390
data,1214863200000,61;7684;390
data,1214863200000,61;7666;391
data,1214863200000,61;1559;391
data,1214863200000,61;243;391
data,1214863200000,61;8524;392
data,1214863200000,61;3618;393
data,1214863200000,61;4371;394
data,1214863200000,61;1018;395
data,1214863200000,61;649;396
data,1214863200000,61;11280;397
data,1214863200000,61;6537;398
data,1214863200000,61;5991;399
data,1214863200000,61;8648;399
data,1214863200000,61;10725;400
data,1214863200000,61;11058;400
data,1214863200000,61;3093;400
data,1214863200000,61;11298;400
data,1214863200000,61;10581;401
data,1214863200000,61;10993;402
data,1214863200000,61;6119;403
data,1214863200000,61;10703;404
data,1214863200000,61;3526;405
data,1214863200000,61;1984;405
data,1214863200000,61;516;406
data,1214863200000,61;245;407
data,1214863200000,61;245;408
data,1214863200000,61;641;409
data,1214863200000,61;10709;409
data,1214863200000,61;3440;409
data,1214863200000,61;11333;410
data,1214863200000,61;5042;411
data,1214863200000,61;6790;412
data,1214863200000,61;1465;412
data,1214863200000,61;7593;413
data,1214863200000,61;417;414
data,1214863200000,61;9525;415
data,1214863200000,61;5409;415
data,1214863200000,61;6079;416
data,1214863200000,61;3479;416
data,1214863200000,61;8512;417
data,1214863200000,61;5106;417
data,1214863200000,61;5895;417
data,1214863200000,61;6659;418
data,1214863200000,61;989;418
data,1214863200000,61;773;419
data,1214863200000,61;11124;419
data,1214863200000,61;1477;419
data,1214863200000,61;10703;420
data,1214863200000,61;2669;420
data,1214863200000,61;4919;421
data,1214863200000,61;7197;422
data,1214863200000,62;7260;422
data,1214863200000,62;10862;422
data,1214863200000,62;4461;422
data,1214863200000,62;11390;423
data,1214863200000,62;10602;423
data,1214863200000,62;7390;423
data,1214863200000,62;7014;424
data,1214863200000,62;6790;425
data,1214863200000,62;2056;425
data,1214863200000,62;1381;425
data,1214863200000,62;8838;425
data,1214863200000,62;10890;425
data,1214863200000,62;7539;426
data,1214863200000,62;10035;427
data,1214863200000,62;1898;427
data,1214863200000,62;5101;427
data,1214863200000,62;11425;428
data,1214863200000,62;5404;429
data,1214863200000,62;11430;429
data,1214863200000,62;10983;429
data,1214863200000,62;11433;430
data,1214863200000,62;4176;430
data,1214863200000,62;6340;430
data,1214863200000,62;9030;430
data,1214863200000,62;3533;431
data,1217541600000,62;11444;431
data,1217541600000,62;3477;431
data,1217541600000,62;7074;431
data,1217541600000,62;992;431
data,1217541600000,62;516;432
data,1217541600000,62;6369;433
data,1217541600000,62;5429;434
data,1217541600000,62;1391;434
data,1217541600000,62;3327;435
data,1217541600000,62;1031;435
data,1217541600000,62;8362;436
data,1217541600000,62;5735;437
data,1217541600000,62;10374;437
data,1217541600000,62;5654;438
data,1217541600000,62;272;438
data,1217541600000,62;3691;439
data,1217541600000,62;11478;439
data,1217541600000,62;7491;440
data,1217541600000,62;7987;440
data,1217541600000,63;6462;441
data,1217541600000,63;7371;441
data,1217541600000,63;11071;442
data,1217541600000,63;4497;442
data,1217541600000,63;11490;443
data,1217541600000,63;9443;444
data,1217541600000,63;4069;444
data,1220220000000,63;2216;444
data,1220220000000,64;9842;444
data,1220220000000,64;5213;444
data,1220220000000,64;1595;445
data,1220220000000,64;6412;446
data,1220220000000,64;7397;446
data,1220220000000,64;11510;447
data,1220220000000,64;2318;448
data,1220220000000,64;10225;448
data,1220220000000,64;7200;448
data,1220220000000,64;2238;448
data,1220220000000,64;11518;449
data,1220220000000,64;2359;450
data,1220220000000,64;8350;451
data,1220220000000,64;7328;452
data,1220220000000,64;478;453
data,1220220000000,65;3881;454
data,1222812000000,65;11005;455
data,1222812000000,65;11535;456
data,1222812000000,65;8524;457
data,1222812000000,65;3874;458
data,1222812000000,65;11546;458
data,1222812000000,65;9397;459
data,1222812000000,65;7133;459
data,1222812000000,65;908;459
data,1222812000000,65;11558;459
data,1222812000000,65;10390;460
data,1222812000000,65;3012;461
data,1222812000000,65;6213;462
data,1222812000000,65;3546;462
data,1222812000000,65;1690;463
data,1222812000000,65;4947;464
data,1222812000000,65;9937;465
data,1222812000000,65;96;465
data,1222812000000,65;348;465
data,1222812000000,65;2150;465
data,1222812000000,65;9683;466
data,1222812000000,66;11580;467
data,1222812000000,66;9558;467
data,1222812000000,66;5839;467
data,1222812000000,66;6396;468
data,1222812000000,66;1870;468
data,1222812000000,66;8191;469
data,1222812000000,66;4455;470
data,1222812000000,66;11593;470
data,1222812000000,66;7264;470
data,1222812000000,66;12;471
data,1222812000000,66;5005;471
data,1222812000000,66;3872;472
data,1222812000000,66;2805;472
data,1222812000000,66;5341;472
data,1225494000000,66;10725;473
data,1225494000000,66;3513;473
data,1225494000000,66;5735;474
data,1225494000000,66;11237;474
data,1225494000000,67;8866;475
data,1225494000000,67;11613;475
data,1225494000000,67;11280;476
data,1225494000000,67;11490;477
data,1225494000000,67;5427;478
data,1225494000000,67;5213;478
data,1225494000000,67;3044;478
data,1225494000000,67;10035;479
data,1225494000000,67;10070;480
data,1225494000000,67;2101;480
data,1225494000000,67;6578;480
data,1225494000000,68;11630;480
data,1225494000000,68;11333;481
data,1225494000000,68;608;481
data,1225494000000,68;10993;482
data,1225494000000,68;8954;482
data,1225494000000,68;1928;482
data,1225494000000,68;1550;482
data,1225494000000,68;5897;482
data,1225494000000,68;5470;483
data,1228086000000,68;1821;484
data,1228086000000,69;664;485
data,1228086000000,69;3697;485
data,1228086000000,69;11280;486
data,1228086000000,69;11390;487
data,1228086000000,69;6960;487
data,1228086000000,69;8518;487
data,1228086000000,69;1197;488
data,1228086000000,69;1912;488
data,1228086000000,69;3691;489
data,1228086000000,69;4919;490
data,1228086000000,69;3954;490
data,1228086000000,69;4668;491
data,1228086000000,70;2958;491
data,1228086000000,70;5429;492
data,1228086000000,70;8178;492
data,1228086000000,70;987;493
data,1228086000000,70;10919;494
data,1228086000000,70;8010;494
data,1228086000000,70;8534;494
data,1228086000000,70;9871;495
data,1230764400000,70;1843;495
data,1230764400000,70;11672;495
data,1230764400000,70;8355;495
data,1230764400000,70;7902;496
data,1230764400000,70;5781;496
data,1230764400000,70;94;497
data,1230764400000,70;9944;497
data,1230764400000,70;245;498
data,1230764400000,70;3756;499
data,1230764400000,70;4258;500
data,1230764400000,70;3902;500
data,1230764400000,70;5192;500
data,1230764400000,70;5770;500
data,1230764400000,70;11295;501
data,1230764400000,70;782;501
data,1230764400000,70;2545;502
data,1230764400000,70;11333;503
data,1230764400000,70;9259;503
data,1230764400000,70;4215;503
data,1230764400000,70;2169;503
data,1230764400000,70;10484;503
data,1230764400000,70;819;503
data,1230764400000,70;151;503
data,1233442800000,70;10273;504
data,1233442800000,70;777;504
data,1233442800000,70;577;504
data,1233442800000,70;7326;504
data,1233442800000,70;11236;504
data,1233442800000,70;6396;505
data,1233442800000,70;8626;506
data,1233442800000,70;9048;506
data,1233442800000,70;10110;507
data,1233442800000,70;4543;507
data,1235862000000,70;1396;507
data,1235862000000,70;1031;507
data,1235862000000,70;9288;507
data,1235862000000,70;1912;507
data,1235862000000,70;1730;507
data,1235862000000,70;6574;507
data,1235862000000,70;11114;507
data,1235862000000,70;8362;508
data,1235862000000,70;11746;508
data,1235862000000,70;7854;509
data,1235862000000,70;4562;509
data,1235862000000,70;5427;510
data,1235862000000,70;16;510
data,1235862000000,70;8530;510
data,1235862000000,70;5047;510
data,1235862000000,70;2378;510
data,1235862000000,70;11390;511
data,1235862000000,70;11758;511
data,1235862000000,70;3566;511
data,1235862000000,70;6907;511
data,1235862000000,70;11597;511
data,1235862000000,70;7043;511
data,1238536800000,70;6213;512
data,1238536800000,70;4004;512
data,1238536800000,70;11295;513
data,1238536800000,70;1197;514
data,1238536800000,70;2774;514
data,1238536800000,71;9500;514
data,1238536800000,71;11776;514
data,1238536800000,71;868;514
data,1238536800000,71;10913;515
data,1238536800000,71;9988;515
data,1241128800000,71;6112;516
data,1241128800000,71;2835;516
data,1241128800000,71;11126;517
data,1241128800000,71;3702;517
data,1241128800000,71;6158;518
data,1241128800000,71;11791;518
data,1243807200000,71;239;518
data,1243807200000,71;8978;518
data,1243807200000,71;3675;518
data,1243807200000,71;7239;519
data,1243807200000,71;79;519
data,1243807200000,71;4168;520
data,1243807200000,71;7127;520
data,1243807200000,71;11481;521
data,1243807200000,71;1128;522
data,1243807200000,71;7966;523
data,1243807200000,71;7784;523
data,1243807200000,71;10273;524
data,1243807200000,71;4317;525
data,1246399200000,71;505;525
data,1246399200000,71;6213;526
data,1246399200000,71;4668;527
data,1246399200000,71;5488;528
data,1246399200000,71;10919;529
data,1246399200000,71;4317;530
data,1246399200000,71;6461;530
data,1249077600000,71;7563;530
data,1251756000000,71;7768;531
data,1251756000000,71;7948;532
data,1254348000000,71;4561;532
data,1254348000000,71;1662;532
data,1254348000000,71;5042;533
data,1254348000000,71;1593;534
data,1254348000000,71;6277;535
data,1254348000000,71;1851;535
data,1254348000000,71;11433;536
data,1254348000000,71;11390;537
data,1254348000000,71;7009;537
data,1254348000000,71;788;538
data,1254348000000,71;11746;538
data,1254348000000,71;1197;539
data,1254348000000,71;5404;540
data,1254348000000,71;3049;540
data,1254348000000,71;10770;541
data,1254348000000,71;3276;541
