New Run at  07/14/2017 15:41:53
, Time, RandomReward; Master_LCBIntervalReward; 
data,1214863200000,2617;12291;19597
data,1214863200000,2617;2951;19597
data,1214863200000,2617;7853;19597
data,1214863200000,2617;4933;19598
data,1214863200000,2617;4105;19598
data,1214863200000,2617;6636;19599
data,1214863200000,2617;5895;19599
data,1214863200000,2617;2990;19599
data,1214863200000,2617;1920;19599
data,1214863200000,2617;12031;19600
data,1214863200000,2617;4794;19600
data,1214863200000,2617;9764;19600
data,1214863200000,2617;3512;19600
data,1214863200000,2617;5836;19600
data,1214863200000,2617;5340;19600
data,1217541600000,2617;4056;19600
data,1217541600000,2617;4100;19600
data,1217541600000,2617;3466;19601
data,1217541600000,2617;10430;19601
data,1217541600000,2617;9485;19602
data,1217541600000,2617;2871;19602
data,1217541600000,2618;1870;19603
data,1217541600000,2618;6791;19603
data,1220220000000,2618;2251;19603
data,1220220000000,2618;8517;19603
data,1220220000000,2618;10088;19603
data,1220220000000,2618;2251;19603
data,1220220000000,2618;10656;19603
data,1220220000000,2618;6979;19603
data,1220220000000,2618;5814;19603
data,1220220000000,2618;2603;19603
data,1220220000000,2618;7771;19603
data,1220220000000,2618;2818;19604
data,1220220000000,2618;5455;19604
data,1220220000000,2618;4737;19604
data,1220220000000,2618;11144;19605
data,1222812000000,2618;294;19606
data,1222812000000,2618;2681;19607
data,1222812000000,2618;7886;19607
data,1222812000000,2618;8462;19608
data,1222812000000,2619;4915;19609
data,1222812000000,2619;9406;19609
data,1222812000000,2619;9646;19610
data,1222812000000,2619;9502;19610
data,1222812000000,2619;4919;19610
data,1222812000000,2619;7160;19611
data,1222812000000,2619;2656;19611
data,1222812000000,2619;7232;19611
data,1222812000000,2619;1139;19611
data,1222812000000,2619;11492;19611
data,1222812000000,2619;2117;19611
data,1222812000000,2619;1758;19611
data,1222812000000,2619;7257;19611
data,1222812000000,2619;3887;19611
data,1222812000000,2619;154;19612
data,1222812000000,2619;1533;19612
data,1225494000000,2619;8517;19612
data,1225494000000,2620;8665;19613
data,1225494000000,2620;9226;19614
data,1257030000000,2620;2241;19614
data,1257030000000,2620;2713;19615
data,1257030000000,2620;861;19615
data,1257030000000,2620;4419;19615
data,1257030000000,2620;6139;19615
data,1257030000000,2620;246;19615
data,1257030000000,2620;6459;19616
data,1257030000000,2620;4339;19617
data,1257030000000,2620;2373;19617
data,1257030000000,2620;4825;19618
data,1257030000000,2620;9471;19618
data,1257030000000,2620;8896;19618
data,1257030000000,2620;4886;19618
data,1257030000000,2620;4545;19619
data,1257030000000,2620;2077;19620
data,1257030000000,2620;6814;19620
data,1257030000000,2620;2360;19620
data,1257030000000,2620;413;19620
data,1257030000000,2620;10613;19620
data,1259622000000,2620;4275;19621
data,1259622000000,2620;9159;19621
data,1262300400000,2620;6322;19621
data,1264978800000,2620;2601;19621
data,1280613600000,2620;11428;19622
data,1280613600000,2620;11063;19622
data,1280613600000,2620;3736;19622
data,1280613600000,2620;7775;19622
data,1280613600000,2620;8259;19622
data,1280613600000,2620;2136;19622
data,1283292000000,2620;1813;19622
data,1283292000000,2620;4160;19622
data,1285884000000,2620;9415;19622
data,1285884000000,2620;654;19623
data,1285884000000,2620;2584;19623
data,1285884000000,2620;1703;19623
data,1285884000000,2620;10487;19623
data,1285884000000,2620;10254;19623
data,1285884000000,2620;669;19623
data,1285884000000,2620;6943;19624
data,1285884000000,2620;11537;19624
data,1285884000000,2620;543;19624
data,1285884000000,2620;10437;19624
data,1288566000000,2620;10798;19624
data,1288566000000,2620;9725;19624
data,1288566000000,2620;10811;19624
data,1288566000000,2620;12125;19624
data,1288566000000,2620;11844;19624
data,1288566000000,2620;3099;19624
data,1288566000000,2620;2220;19624
data,1288566000000,2620;1236;19625
data,1288566000000,2620;1536;19625
data,1291158000000,2620;9422;19625
data,1291158000000,2620;923;19625
data,1291158000000,2620;1467;19625
data,1291158000000,2620;1147;19625
data,1291158000000,2620;5801;19625
data,1291158000000,2620;4429;19626
data,1291158000000,2620;8816;19626
data,1293836400000,2620;10900;19626
data,1293836400000,2620;12416;19626
data,1293836400000,2620;6976;19626
data,1293836400000,2620;3320;19626
data,1293836400000,2620;279;19626
data,1293836400000,2620;552;19626
data,1293836400000,2620;9812;19626
data,1293836400000,2620;1211;19626
data,1293836400000,2620;11406;19626
data,1293836400000,2620;6315;19626
data,1293836400000,2620;3602;19626
data,1296514800000,2620;947;19626
data,1296514800000,2620;9685;19626
data,1298934000000,2620;918;19627
data,1304935236291,2620;6561;19627
data,1304935238706,2620;8736;19627
data,1304935240449,2620;12435;19627
data,1159653600000,2620;1518;19627
data,1162335600000,2620;2127;19627
data,1162335600000,2620;2974;19627
data,1162335600000,2620;3179;19627
data,1167606000000,2620;7971;19627
data,1172703600000,2620;9450;19627
data,1177970400000,2620;5264;19627
data,1177970400000,2620;4796;19627
data,1185919200000,2620;3371;19627
data,1185919200000,2620;7865;19627
data,1185919200000,2620;7574;19627
data,1185919200000,2620;7970;19627
data,1185919200000,2620;5986;19627
data,1185919200000,2620;4271;19627
data,1188597600000,2620;6325;19627
data,1188597600000,2620;11206;19627
data,1188597600000,2620;8073;19627
data,1188597600000,2620;5486;19627
data,1188597600000,2620;2629;19627
data,1188597600000,2620;7567;19627
data,1188597600000,2620;7498;19627
data,1188597600000,2620;11240;19627
data,1191189600000,2620;4747;19627
data,1191189600000,2620;2312;19628
data,1191189600000,2620;7219;19628
data,1191189600000,2620;2010;19628
data,1191189600000,2620;11819;19628
data,1191189600000,2620;11719;19628
data,1191189600000,2620;2608;19628
data,1191189600000,2620;6984;19628
data,1191189600000,2620;2671;19628
data,1191189600000,2621;4681;19628
data,1191189600000,2621;7174;19628
data,1191189600000,2621;1630;19628
data,1191189600000,2621;6660;19628
data,1193871600000,2621;5756;19628
data,1193871600000,2621;1060;19628
data,1196463600000,2621;5124;19628
data,1196463600000,2621;4271;19628
data,1196463600000,2621;10320;19628
data,1199142000000,2621;5051;19628
data,1199142000000,2621;3334;19628
data,1199142000000,2621;7672;19628
data,1199142000000,2621;5079;19628
data,1201820400000,2621;4637;19628
data,1201820400000,2621;6510;19628
data,1204326000000,2621;8293;19628
data,1209592800000,2621;8952;19628
data,1225494000000,2621;17;19628
data,1238536800000,2621;792;19628
data,1270072800000,2621;5727;19628
data,1283292000000,2621;10999;19629
data,1283292000000,2621;8640;19629
data,1283292000000,2621;1392;19629
data,1283292000000,2621;8158;19629
data,1283292000000,2621;12316;19629
data,1283292000000,2621;7599;19629
data,1283292000000,2621;3689;19629
data,1283292000000,2621;11699;19629
data,1283292000000,2621;4262;19629
data,1283292000000,2621;9091;19629
data,1283292000000,2621;10481;19629
data,1283292000000,2621;4902;19629
data,1283292000000,2621;3475;19629
data,1283292000000,2621;11556;19629
data,1283292000000,2621;6937;19629
data,1283292000000,2621;11846;19629
data,1283292000000,2621;751;19629
data,1283292000000,2621;8012;19629
data,1283292000000,2621;9901;19629
data,1283292000000,2621;7763;19629
data,1283292000000,2621;6574;19629
data,1283292000000,2621;6695;19629
data,1283292000000,2621;11240;19629
data,1283292000000,2621;6760;19629
data,1283292000000,2621;9118;19629
data,1283292000000,2621;2213;19629
data,1283292000000,2621;4483;19629
data,1283292000000,2621;9896;19629
data,1283292000000,2621;7828;19629
data,1283292000000,2621;11844;19629
data,1283292000000,2621;12119;19629
data,1283292000000,2621;2857;19629
data,1283292000000,2621;6423;19629
data,1283292000000,2621;8011;19629
data,1283292000000,2621;3122;19629
data,1283292000000,2621;2393;19629
data,1283292000000,2621;3233;19629
data,1283292000000,2621;2583;19629
data,1283292000000,2621;9001;19629
data,1283292000000,2621;5941;19629
data,1283292000000,2621;3573;19629
data,1283292000000,2621;8755;19629
data,1283292000000,2621;3191;19629
data,1283292000000,2621;11057;19629
data,1283292000000,2621;9091;19629
data,1283292000000,2621;4543;19629
data,1283292000000,2621;4668;19630
data,1283292000000,2621;6702;19631
data,1283292000000,2621;116;19631
data,1283292000000,2621;10291;19631
data,1283292000000,2621;5846;19632
data,1283292000000,2621;5291;19632
data,1283292000000,2622;527;19633
data,1283292000000,2622;8203;19633
data,1283292000000,2622;7356;19633
data,1283292000000,2622;1806;19633
data,1283292000000,2622;6874;19634
data,1283292000000,2623;1168;19635
data,1283292000000,2623;9852;19635
data,1283292000000,2624;2706;19635
data,1283292000000,2624;839;19635
data,1283292000000,2624;8101;19635
data,1283292000000,2624;11792;19635
data,1283292000000,2624;3557;19635
data,1283292000000,2624;8382;19635
data,1283292000000,2624;10885;19636
data,1283292000000,2624;7529;19637
data,1283292000000,2624;12505;19637
data,1283292000000,2624;6703;19637
data,1283292000000,2624;1096;19637
data,1283292000000,2624;4099;19637
data,1283292000000,2624;4915;19638
data,1283292000000,2624;11144;19639
data,1283292000000,2624;7026;19640
data,1283292000000,2624;948;19640
data,1283292000000,2624;5714;19640
data,1283292000000,2625;10864;19640
data,1283292000000,2625;6863;19641
data,1283292000000,2625;7160;19642
data,1283292000000,2625;7745;19642
data,1283292000000,2625;2430;19642
data,1283292000000,2625;483;19643
data,1283292000000,2625;294;19644
data,1283292000000,2625;731;19644
data,1283292000000,2625;11913;19645
data,1283292000000,2625;7232;19645
data,1283292000000,2625;729;19646
data,1283292000000,2625;3231;19647
data,1288566000000,2626;4578;19647
data,1222812000000,2626;5047;19647
data,1222812000000,2626;7441;19647
data,1222812000000,2627;9020;19647
data,1222812000000,2627;4085;19647
data,1222812000000,2628;6042;19647
data,1222812000000,2628;11285;19647
data,1222812000000,2628;10384;19647
data,1222812000000,2628;7252;19647
data,1222812000000,2628;8562;19647
data,1222812000000,2628;3154;19647
data,1222812000000,2628;3676;19647
data,1222812000000,2628;1927;19647
data,1222812000000,2628;3885;19647
data,1222812000000,2628;12435;19647
data,1222812000000,2628;684;19647
data,1222812000000,2628;6907;19648
data,1222812000000,2628;8362;19648
data,1222812000000,2628;10656;19648
data,1225494000000,2628;1853;19648
data,1225494000000,2628;8716;19648
data,1225494000000,2628;3874;19648
data,1225494000000,2628;4215;19648
data,1225494000000,2628;12063;19648
data,1225494000000,2628;3274;19648
data,1225494000000,2628;10890;19648
data,1225494000000,2628;9683;19648
data,1225494000000,2628;8104;19648
data,1228086000000,2628;11519;19648
data,1228086000000,2629;11175;19648
data,1228086000000,2629;11984;19648
data,1228086000000,2629;9157;19648
data,1228086000000,2629;3537;19648
data,1228086000000,2629;5941;19648
data,1228086000000,2629;6277;19648
data,1228086000000,2629;4319;19648
data,1228086000000,2629;2717;19648
data,1228086000000,2629;4043;19648
data,1228086000000,2629;6537;19649
data,1228086000000,2629;4581;19649
data,1228086000000,2629;8191;19649
data,1228086000000,2629;9784;19649
data,1228086000000,2629;10000;19649
data,1228086000000,2629;4732;19650
data,1228086000000,2629;4436;19651
data,1228086000000,2629;3389;19652
data,1228086000000,2629;5658;19653
data,1228086000000,2629;4475;19654
data,1228086000000,2629;2521;19655
data,1228086000000,2629;6740;19655
data,1228086000000,2629;658;19655
data,1228086000000,2629;6139;19655
data,1228086000000,2629;4234;19655
data,1228086000000,2629;7459;19655
data,1228086000000,2629;2286;19655
data,1228086000000,2630;6139;19655
data,1228086000000,2630;1696;19656
data,1228086000000,2630;1813;19657
data,1228086000000,2630;9295;19658
data,1228086000000,2630;7226;19658
data,1228086000000,2630;8020;19658
data,1228086000000,2630;4439;19658
data,1230764400000,2630;3154;19658
data,1230764400000,2630;9253;19658
data,1230764400000,2630;8973;19658
data,1230764400000,2630;825;19658
data,1230764400000,2630;10196;19658
data,1230764400000,2630;8790;19658
data,1233442800000,2630;4458;19659
data,1233442800000,2630;1696;19660
data,1233442800000,2630;5203;19660
data,1233442800000,2630;12301;19660
data,1235862000000,2630;5361;19661
data,1235862000000,2630;4344;19661
data,1235862000000,2630;1767;19661
data,1235862000000,2630;2093;19661
data,1235862000000,2630;9978;19661
data,1235862000000,2630;5069;19661
data,1235862000000,2630;5225;19661
data,1238536800000,2630;4079;19661
data,1238536800000,2630;4495;19661
data,1238536800000,2630;11812;19661
data,1238536800000,2630;10859;19661
data,1238536800000,2630;7548;19662
data,1241128800000,2630;2724;19662
data,1241128800000,2630;901;19662
data,1243807200000,2630;3500;19662
data,1249077600000,2630;306;19662
data,1259622000000,2630;4475;19663
data,1233442800000,2630;7111;19663
data,1249077600000,2630;8814;19663
data,1249077600000,2630;5425;19663
data,1249077600000,2630;11561;19663
data,1249077600000,2630;7733;19663
data,1249077600000,2630;9909;19663
data,1249077600000,2630;1169;19663
data,1249077600000,2630;1674;19663
data,1249077600000,2630;7774;19663
data,1249077600000,2630;8497;19663
data,1249077600000,2630;6348;19663
data,1249077600000,2630;6206;19663
data,1249077600000,2630;5988;19663
data,1251756000000,2630;3674;19663
data,1275343200000,2631;10659;19663
data,1275343200000,2631;11063;19663
data,1275343200000,2631;2670;19663
data,1280613600000,2631;8361;19663
data,1280613600000,2631;3440;19663
data,1280613600000,2631;7426;19663
data,1280613600000,2631;1149;19663
data,1288566000000,2631;4163;19663
data,1288566000000,2631;12122;19663
data,1288566000000,2631;7256;19663
data,1288566000000,2631;8950;19663
data,1288566000000,2631;7382;19663
data,1291158000000,2631;4896;19663
data,1291158000000,2631;4630;19663
data,1291158000000,2631;9754;19663
data,1291158000000,2631;10678;19663
data,1291158000000,2631;1798;19663
data,1291158000000,2631;2266;19664
data,1291158000000,2631;8989;19665
data,1291158000000,2631;201;19665
data,1291158000000,2631;11460;19665
data,1291158000000,2631;11416;19665
data,1291158000000,2631;1543;19666
data,1291158000000,2631;5054;19667
data,1291158000000,2631;7467;19667
data,1291158000000,2631;9367;19667
data,1291158000000,2631;10303;19667
data,1291158000000,2631;5251;19667
data,1291158000000,2631;6866;19667
data,1291158000000,2631;985;19667
data,1291158000000,2631;3772;19667
data,1291158000000,2631;1564;19668
data,1291158000000,2631;7664;19668
data,1291158000000,2631;11352;19668
data,1291158000000,2631;2077;19668
data,1291158000000,2631;5630;19668
data,1291158000000,2631;2991;19668
data,1291158000000,2631;3696;19668
data,1291158000000,2631;3729;19668
data,1291158000000,2631;3547;19668
data,1291158000000,2632;10288;19668
data,1291158000000,2632;10156;19668
data,1291158000000,2632;9654;19668
data,1293836400000,2632;9081;19668
data,1293836400000,2633;9479;19668
data,1293836400000,2633;6644;19668
data,1293836400000,2633;3190;19668
data,1293836400000,2633;2420;19668
data,1293836400000,2633;7544;19668
data,1293836400000,2633;10734;19668
data,1293836400000,2633;2159;19668
data,1296514800000,2633;10167;19668
data,1296514800000,2633;6242;19668
data,1296514800000,2633;678;19668
data,1296514800000,2633;96;19668
data,1296514800000,2633;3148;19668
data,1296514800000,2633;9190;19668
data,1296514800000,2633;3848;19668
data,1296514800000,2633;6227;19668
data,1296514800000,2633;3133;19668
data,1296514800000,2633;1949;19668
data,1296514800000,2633;5436;19668
data,1296514800000,2633;11941;19668
data,1296514800000,2633;9702;19668
data,1296514800000,2633;1851;19668
data,1298934000000,2633;355;19668
data,1298934000000,2633;8717;19668
data,1298934000000,2633;5213;19668
data,1298934000000,2633;4415;19668
data,1304674994515,2633;9002;19668
data,1214863200000,2633;7160;19669
data,1214863200000,2633;6470;19670
data,1214863200000,2633;9685;19671
data,1214863200000,2633;294;19672
data,1214863200000,2633;8126;19672
data,1214863200000,2633;6504;19673
data,1214863200000,2633;8371;19673
data,1214863200000,2633;4978;19673
data,1214863200000,2633;8863;19674
data,1214863200000,2633;5874;19674
data,1214863200000,2633;4998;19674
data,1214863200000,2633;8079;19674
data,1214863200000,2633;2645;19675
data,1214863200000,2633;3;19675
data,1214863200000,2633;2098;19675
data,1214863200000,2633;10437;19676
data,1214863200000,2634;2503;19677
data,1214863200000,2634;8794;19677
data,1214863200000,2634;2253;19677
data,1214863200000,2634;9091;19677
data,1214863200000,2634;6739;19677
data,1214863200000,2634;9664;19677
data,1225494000000,2634;8863;19678
data,1225494000000,2634;2938;19678
data,1228086000000,2634;4969;19678
data,1233442800000,2634;5836;19678
data,1235862000000,2634;12074;19678
data,1235862000000,2634;8863;19679
data,1235862000000,2634;7160;19680
data,1235862000000,2634;7160;19681
data,1235862000000,2634;2067;19681
data,1235862000000,2634;9685;19682
data,1235862000000,2635;179;19683
data,1238536800000,2635;12102;19683
data,1238536800000,2635;5319;19683
data,1238536800000,2635;4852;19684
data,1238536800000,2635;7160;19685
data,1238536800000,2635;7160;19686
data,1238536800000,2635;10613;19686
data,1238536800000,2635;2645;19687
data,1238536800000,2635;1836;19688
data,1238536800000,2635;4061;19688
data,1238536800000,2635;458;19688
data,1238536800000,2635;11144;19689
data,1275343200000,2635;2681;19690
data,1277935200000,2635;5530;19691
data,1283292000000,2635;6702;19692
data,1283292000000,2635;5530;19693
data,1283292000000,2636;6449;19694
data,1283292000000,2636;2645;19695
data,1283292000000,2636;3540;19696
data,1283292000000,2636;2645;19697
data,1283292000000,2636;11595;19697
data,1298934000000,2636;6703;19697
data,1188597600000,2636;1547;19697
data,1188597600000,2636;3022;19697
data,1188597600000,2636;267;19697
data,1188597600000,2636;5409;19697
data,1188597600000,2636;9180;19697
data,1188597600000,2636;1559;19697
data,1188597600000,2636;8880;19697
data,1188597600000,2636;961;19697
data,1188597600000,2636;3686;19697
data,1188597600000,2636;12148;19697
data,1188597600000,2636;2147;19697
data,1188597600000,2636;6885;19697
data,1188597600000,2636;4543;19697
data,1188597600000,2636;9180;19697
data,1188597600000,2636;6176;19697
data,1188597600000,2636;6371;19698
data,1188597600000,2636;1593;19698
data,1188597600000,2636;8880;19698
data,1188597600000,2636;3564;19698
data,1188597600000,2636;4373;19698
data,1188597600000,2636;1385;19698
data,1188597600000,2636;8358;19698
data,1188597600000,2636;3884;19698
data,1188597600000,2636;2481;19699
data,1188597600000,2636;10647;19699
data,1188597600000,2636;10960;19699
data,1188597600000,2636;3276;19699
data,1188597600000,2636;11545;19699
data,1188597600000,2636;11993;19699
data,1188597600000,2636;6897;19700
data,1188597600000,2636;6440;19700
data,1188597600000,2636;7768;19700
data,1188597600000,2636;11286;19701
data,1188597600000,2637;11126;19701
data,1188597600000,2637;4663;19702
data,1188597600000,2637;11904;19703
data,1188597600000,2637;8338;19703
data,1188597600000,2637;4788;19703
data,1188597600000,2637;8971;19704
data,1188597600000,2637;94;19704
data,1188597600000,2637;2098;19704
data,1188597600000,2637;3954;19704
data,1188597600000,2637;8438;19704
data,1188597600000,2637;10993;19704
data,1188597600000,2637;1820;19704
data,1188597600000,2637;10517;19704
data,1188597600000,2637;7595;19704
data,1188597600000,2637;5051;19704
data,1188597600000,2637;8989;19704
data,1188597600000,2637;3283;19704
data,1188597600000,2637;528;19704
data,1188597600000,2637;7509;19704
data,1188597600000,2637;9819;19704
data,1188597600000,2637;777;19704
data,1188597600000,2637;3399;19704
data,1188597600000,2637;1981;19704
data,1188597600000,2637;9288;19704
data,1188597600000,2637;1213;19704
data,1188597600000,2637;3874;19705
data,1188597600000,2637;7902;19705
data,1188597600000,2637;3023;19705
data,1188597600000,2637;8281;19705
data,1188597600000,2637;2582;19705
data,1188597600000,2637;8258;19706
data,1188597600000,2637;12156;19706
data,1188597600000,2637;12148;19706
data,1188597600000,2637;10372;19706
data,1188597600000,2637;5897;19706
data,1191189600000,2637;478;19707
data,1191189600000,2637;3327;19708
data,1191189600000,2637;777;19708
data,1191189600000,2637;7851;19708
data,1191189600000,2638;7367;19708
data,1191189600000,2638;7539;19708
data,1191189600000,2638;5427;19709
data,1191189600000,2638;8977;19709
data,1196463600000,2638;5529;19709
data,1196463600000,2638;3276;19709
data,1196463600000,2638;1674;19709
data,1199142000000,2639;4290;19710
data,1199142000000,2640;4144;19710
data,1201820400000,2640;10392;19710
data,1201820400000,2640;9371;19710
data,1201820400000,2640;7566;19710
data,1201820400000,2640;1821;19710
data,1207000800000,2640;2887;19710
data,1207000800000,2640;6319;19710
data,1209592800000,2640;4371;19710
data,1217541600000,2640;6250;19710
data,1228086000000,2640;10793;19710
data,1275343200000,2640;12412;19710
data,1275343200000,2640;3509;19710
data,1275343200000,2640;10266;19710
data,1275343200000,2640;11594;19710
data,1275343200000,2640;1993;19710
data,1277935200000,2640;7845;19710
data,1277935200000,2640;7406;19710
data,1277935200000,2640;11691;19710
data,1277935200000,2640;9302;19710
data,1277935200000,2640;4674;19711
data,1277935200000,2640;6232;19712
data,1277935200000,2641;7030;19712
data,1277935200000,2641;8087;19712
data,1277935200000,2641;7472;19712
data,1277935200000,2641;9785;19712
data,1277935200000,2641;1219;19712
data,1277935200000,2642;12412;19712
data,1277935200000,2642;5918;19712
data,1277935200000,2642;12111;19712
data,1277935200000,2642;3052;19712
data,1277935200000,2642;1302;19712
data,1277935200000,2642;12316;19712
data,1277935200000,2642;12343;19713
data,1277935200000,2642;8435;19714
data,1277935200000,2642;353;19714
data,1277935200000,2642;1565;19715
data,1277935200000,2642;5795;19715
data,1277935200000,2642;748;19715
data,1277935200000,2642;1717;19715
data,1277935200000,2642;11166;19715
data,1277935200000,2642;10720;19715
data,1277935200000,2642;7475;19715
data,1277935200000,2642;3459;19715
data,1277935200000,2642;8451;19715
data,1277935200000,2642;9911;19715
data,1277935200000,2642;4327;19715
data,1277935200000,2642;7892;19716
data,1277935200000,2642;274;19717
data,1277935200000,2642;12331;19717
data,1277935200000,2642;12304;19717
data,1283292000000,2642;6636;19717
data,1283292000000,2642;322;19717
data,1283292000000,2642;4453;19718
data,1283292000000,2642;6979;19718
data,1283292000000,2642;5846;19718
data,1283292000000,2642;10007;19718
data,1283292000000,2642;6768;19718
data,1283292000000,2642;8626;19718
data,1283292000000,2642;5241;19718
data,1283292000000,2642;9000;19719
data,1283292000000,2642;7058;19719
data,1283292000000,2642;9708;19719
data,1283292000000,2642;12343;19720
data,1283292000000,2642;9370;19720
data,1283292000000,2642;5365;19720
data,1283292000000,2642;3095;19721
data,1285884000000,2642;3773;19721
data,1285884000000,2642;3996;19721
data,1285884000000,2642;6323;19721
data,1285884000000,2642;8355;19721
data,1285884000000,2642;12097;19721
data,1285884000000,2642;4921;19721
data,1285884000000,2642;5836;19721
data,1285884000000,2642;3270;19721
data,1288566000000,2642;1493;19721
data,1288566000000,2642;7677;19721
data,1288566000000,2642;9208;19721
data,1291158000000,2642;5478;19721
data,1291158000000,2642;3836;19721
data,1291158000000,2642;3692;19721
data,1291158000000,2642;11634;19721
data,1291158000000,2642;943;19721
data,1291158000000,2642;8371;19721
data,1291158000000,2642;3014;19722
data,1291158000000,2642;6922;19722
data,1291158000000,2642;1528;19722
data,1291158000000,2642;7832;19722
data,1293836400000,2642;5943;19722
data,1293836400000,2642;9846;19722
data,1293836400000,2642;10756;19722
data,1296514800000,2643;10239;19722
data,1296514800000,2643;989;19722
data,1296514800000,2643;1963;19722
data,1298934000000,2643;11333;19723
data,1298934000000,2643;9593;19723
data,1298934000000,2643;312;19723
data,1298934000000,2643;1517;19723
data,1298934000000,2643;5851;19724
data,1298934000000,2644;9015;19724
data,1298934000000,2644;2350;19724
data,1304935623644,2644;2208;19724
data,1259622000000,2644;3442;19725
data,1259622000000,2644;322;19726
data,1259622000000,2644;2238;19726
data,1259622000000,2644;5022;19727
data,1259622000000,2644;5385;19727
data,1259622000000,2644;7775;19728
data,1259622000000,2644;10790;19728
data,1259622000000,2644;4069;19729
data,1259622000000,2644;8637;19729
data,1259622000000,2644;2111;19729
data,1259622000000,2644;11645;19729
data,1259622000000,2644;5795;19730
data,1259622000000,2644;7140;19731
data,1259622000000,2645;12316;19731
data,1259622000000,2645;4200;19731
data,1259622000000,2645;1695;19731
data,1259622000000,2645;2220;19731
data,1259622000000,2645;10411;19731
data,1259622000000,2645;9695;19731
data,1259622000000,2645;3206;19731
data,1259622000000,2645;757;19732
data,1259622000000,2645;4327;19733
data,1259622000000,2645;7754;19734
data,1259622000000,2646;3507;19734
data,1259622000000,2646;3265;19734
data,1259622000000,2646;471;19735
data,1259622000000,2646;10699;19736
data,1259622000000,2646;1265;19736
data,1259622000000,2646;8274;19736
data,1259622000000,2646;8788;19736
data,1259622000000,2646;1476;19737
data,1259622000000,2646;4825;19737
data,1262300400000,2646;6984;19737
data,1262300400000,2646;1843;19737
data,1262300400000,2646;9015;19737
data,1262300400000,2646;10642;19737
data,1262300400000,2646;6413;19737
data,1262300400000,2646;3405;19738
data,1262300400000,2646;1302;19739
data,1262300400000,2646;3652;19739
data,1262300400000,2646;5947;19739
data,1262300400000,2646;10856;19740
data,1262300400000,2646;3235;19740
data,1262300400000,2646;3578;19740
data,1262300400000,2646;7006;19740
data,1262300400000,2646;9944;19740
data,1262300400000,2646;7231;19740
data,1262300400000,2647;5693;19740
data,1262300400000,2647;2991;19741
data,1262300400000,2647;8416;19742
data,1262300400000,2647;5693;19742
data,1262300400000,2647;3943;19743
data,1262300400000,2647;322;19744
data,1262300400000,2647;9787;19744
data,1264978800000,2648;6667;19745
data,1264978800000,2648;9837;19746
data,1264978800000,2648;12501;19747
data,1264978800000,2648;5213;19748
data,1264978800000,2648;10153;19748
data,1264978800000,2648;9921;19748
data,1264978800000,2648;10642;19748
data,1264978800000,2648;7677;19749
data,1264978800000,2648;2927;19749
data,1264978800000,2648;8637;19749
data,1264978800000,2648;2991;19750
data,1264978800000,2648;11638;19750
data,1264978800000,2648;2991;19751
data,1264978800000,2648;4551;19751
data,1267398000000,2648;2266;19751
data,1267398000000,2648;9272;19751
data,1267398000000,2648;3388;19751
data,1272664800000,2648;3094;19751
data,1272664800000,2648;2197;19751
data,1272664800000,2648;3570;19751
data,1272664800000,2648;4291;19751
data,1272664800000,2648;6334;19751
data,1272664800000,2648;6303;19751
data,1272664800000,2648;4831;19751
data,1291158000000,2648;11496;19751
data,1291158000000,2648;10756;19751
data,1304935693724,2648;2716;19752
data,1304935694077,2648;10133;19752
data,1304935695620,2648;2716;19753
data,1304935695621,2648;9978;19754
data,1249077600000,2648;6175;19754
data,1249077600000,2648;5939;19754
data,1249077600000,2648;9474;19754
data,1249077600000,2648;3768;19754
data,1249077600000,2648;2524;19754
data,1249077600000,2648;5322;19754
data,1249077600000,2648;3487;19754
data,1249077600000,2648;10710;19754
data,1249077600000,2649;11980;19754
data,1249077600000,2649;2429;19754
data,1249077600000,2649;1893;19754
data,1249077600000,2649;205;19754
data,1249077600000,2649;6062;19754
data,1249077600000,2649;9047;19754
data,1251756000000,2649;11140;19754
data,1251756000000,2649;4848;19754
data,1251756000000,2649;8655;19754
data,1251756000000,2649;9290;19754
data,1251756000000,2649;7060;19754
data,1251756000000,2649;8181;19754
data,1251756000000,2649;124;19754
data,1251756000000,2649;7068;19754
data,1251756000000,2649;2069;19754
data,1251756000000,2649;10239;19755
data,1251756000000,2649;122;19756
data,1251756000000,2649;9701;19756
data,1251756000000,2649;6575;19756
data,1251756000000,2649;2248;19756
data,1251756000000,2649;4287;19756
data,1251756000000,2649;1392;19756
data,1251756000000,2649;9701;19756
data,1251756000000,2649;11441;19756
data,1251756000000,2649;2236;19756
data,1251756000000,2649;7802;19756
data,1251756000000,2649;2962;19756
data,1251756000000,2649;2464;19756
data,1251756000000,2649;8631;19756
data,1251756000000,2649;1695;19756
data,1251756000000,2649;12318;19756
data,1251756000000,2649;10776;19757
data,1251756000000,2649;5241;19758
data,1251756000000,2649;1701;19758
data,1251756000000,2649;8211;19759
data,1251756000000,2649;10553;19759
data,1251756000000,2649;5209;19759
data,1251756000000,2649;6740;19759
data,1251756000000,2649;8910;19759
data,1251756000000,2649;7610;19760
data,1251756000000,2649;11008;19760
data,1251756000000,2649;7654;19760
data,1251756000000,2649;345;19760
data,1251756000000,2650;11098;19761
data,1251756000000,2650;1314;19761
data,1251756000000,2650;9723;19761
data,1251756000000,2650;2608;19761
data,1251756000000,2651;6339;19761
data,1251756000000,2651;8211;19762
data,1251756000000,2651;7639;19762
data,1251756000000,2651;5043;19762
